cell,species,Habitat
2160516,Abies nordmanniana,WetRich
2161096,Abies nordmanniana,WetRich
2161097,Abies nordmanniana,WetRich
2162105,Abies nordmanniana,WetRich
2162106,Abies nordmanniana,WetRich
2163395,Abies nordmanniana,WetRich
2163397,Abies nordmanniana,WetRich
2163398,Abies nordmanniana,WetRich
2163399,Abies nordmanniana,WetRich
2164404,Abies nordmanniana,WetRich
2164405,Abies nordmanniana,WetRich
2164406,Abies nordmanniana,WetRich
2164407,Abies nordmanniana,WetRich
2165695,Abies nordmanniana,WetRich
2166704,Abies nordmanniana,WetRich
2166705,Abies nordmanniana,WetRich
2167998,Abies nordmanniana,WetRich
2169006,Abies nordmanniana,WetRich
2169008,Abies nordmanniana,WetRich
2171305,Abies nordmanniana,WetRich
2171306,Abies nordmanniana,WetRich
2171307,Abies nordmanniana,WetRich
2176327,Abies nordmanniana,WetRich
2176328,Abies nordmanniana,WetRich
2178627,Abies nordmanniana,WetRich
2178628,Abies nordmanniana,WetRich
2178749,Abies nordmanniana,WetRich
2181050,Abies nordmanniana,WetRich
2183350,Abies nordmanniana,WetRich
2204106,Abies nordmanniana,WetRich
2206407,Abies nordmanniana,WetRich
2208704,Abies nordmanniana,WetRich
2208707,Abies nordmanniana,WetRich
2211005,Abies nordmanniana,WetRich
2211006,Abies nordmanniana,WetRich
2222373,Abies nordmanniana,WetRich
2224673,Abies nordmanniana,WetRich
2224674,Abies nordmanniana,WetRich
2226543,Abies nordmanniana,WetRich
2226975,Abies nordmanniana,WetRich
2228842,Abies nordmanniana,WetRich
2235854,Abies nordmanniana,WetRich
2242738,Abies nordmanniana,WetRich
2242739,Abies nordmanniana,WetRich
2245039,Abies nordmanniana,WetRich
2247338,Abies nordmanniana,WetRich
2247339,Abies nordmanniana,WetRich
2265921,Abies nordmanniana,WetRich
2266036,Abies nordmanniana,WetRich
2268219,Abies nordmanniana,WetRich
2268220,Abies nordmanniana,WetRich
2268222,Abies nordmanniana,WetRich
2268245,Abies nordmanniana,WetRich
2270519,Abies nordmanniana,WetRich
2270520,Abies nordmanniana,WetRich
2270521,Abies nordmanniana,WetRich
2270523,Abies nordmanniana,WetRich
2270543,Abies nordmanniana,WetRich
2270544,Abies nordmanniana,WetRich
2272819,Abies nordmanniana,WetRich
2272820,Abies nordmanniana,WetRich
2272821,Abies nordmanniana,WetRich
2272822,Abies nordmanniana,WetRich
2272823,Abies nordmanniana,WetRich
2272843,Abies nordmanniana,WetRich
2272844,Abies nordmanniana,WetRich
2274821,Abies nordmanniana,WetRich
2274822,Abies nordmanniana,WetRich
2274823,Abies nordmanniana,WetRich
2275119,Abies nordmanniana,WetRich
2275120,Abies nordmanniana,WetRich
2275121,Abies nordmanniana,WetRich
2275122,Abies nordmanniana,WetRich
2275143,Abies nordmanniana,WetRich
2275144,Abies nordmanniana,WetRich
2275237,Abies nordmanniana,WetRich
2277121,Abies nordmanniana,WetRich
2277122,Abies nordmanniana,WetRich
2277123,Abies nordmanniana,WetRich
2277124,Abies nordmanniana,WetRich
2277443,Abies nordmanniana,WetRich
2279421,Abies nordmanniana,WetRich
2279422,Abies nordmanniana,WetRich
2279423,Abies nordmanniana,WetRich
2279424,Abies nordmanniana,WetRich
2279631,Abies nordmanniana,WetRich
2279632,Abies nordmanniana,WetRich
2281721,Abies nordmanniana,WetRich
2281722,Abies nordmanniana,WetRich
2281724,Abies nordmanniana,WetRich
2281932,Abies nordmanniana,WetRich
2284021,Abies nordmanniana,WetRich
2284023,Abies nordmanniana,WetRich
2284231,Abies nordmanniana,WetRich
2286532,Abies nordmanniana,WetRich
2286746,Abies nordmanniana,WetRich
2288826,Abies nordmanniana,WetRich
2291126,Abies nordmanniana,WetRich
2291127,Abies nordmanniana,WetRich
2291372,Abies nordmanniana,WetRich
2291373,Abies nordmanniana,WetRich
2291375,Abies nordmanniana,WetRich
2293672,Abies nordmanniana,WetRich
2293674,Abies nordmanniana,WetRich
2295972,Abies nordmanniana,WetRich
2295974,Abies nordmanniana,WetRich
2298272,Abies nordmanniana,WetRich
2298273,Abies nordmanniana,WetRich
2308137,Abies nordmanniana,WetRich
2311630,Abies nordmanniana,WetRich
2311631,Abies nordmanniana,WetRich
2312135,Abies nordmanniana,WetRich
2313931,Abies nordmanniana,WetRich
2313932,Abies nordmanniana,WetRich
2314436,Abies nordmanniana,WetRich
2316229,Abies nordmanniana,WetRich
2316230,Abies nordmanniana,WetRich
2316231,Abies nordmanniana,WetRich
2316232,Abies nordmanniana,WetRich
2316233,Abies nordmanniana,WetRich
2316664,Abies nordmanniana,WetRich
2316666,Abies nordmanniana,WetRich
2316667,Abies nordmanniana,WetRich
2316734,Abies nordmanniana,WetRich
2316735,Abies nordmanniana,WetRich
2316736,Abies nordmanniana,WetRich
2317335,Abies nordmanniana,WetRich
2317336,Abies nordmanniana,WetRich
2318531,Abies nordmanniana,WetRich
2318532,Abies nordmanniana,WetRich
2318533,Abies nordmanniana,WetRich
2318713,Abies nordmanniana,WetRich
2318714,Abies nordmanniana,WetRich
2318964,Abies nordmanniana,WetRich
2319035,Abies nordmanniana,WetRich
2319084,Abies nordmanniana,WetRich
2319089,Abies nordmanniana,WetRich
2319093,Abies nordmanniana,WetRich
2321013,Abies nordmanniana,WetRich
2321265,Abies nordmanniana,WetRich
2321266,Abies nordmanniana,WetRich
2321267,Abies nordmanniana,WetRich
2321384,Abies nordmanniana,WetRich
2321389,Abies nordmanniana,WetRich
2321393,Abies nordmanniana,WetRich
2321394,Abies nordmanniana,WetRich
2323564,Abies nordmanniana,WetRich
2323565,Abies nordmanniana,WetRich
2323566,Abies nordmanniana,WetRich
2323567,Abies nordmanniana,WetRich
2323689,Abies nordmanniana,WetRich
2325990,Abies nordmanniana,WetRich
2332679,Abies nordmanniana,WetRich
2344253,Abies nordmanniana,WetRich
2346554,Abies nordmanniana,WetRich
2348853,Abies nordmanniana,WetRich
2348854,Abies nordmanniana,WetRich
2351209,Abies nordmanniana,WetRich
2357656,Abies nordmanniana,WetRich
2358186,Abies nordmanniana,WetRich
2359954,Abies nordmanniana,WetRich
2359955,Abies nordmanniana,WetRich
2359957,Abies nordmanniana,WetRich
2362256,Abies nordmanniana,WetRich
2362257,Abies nordmanniana,WetRich
2362258,Abies nordmanniana,WetRich
2364556,Abies nordmanniana,WetRich
2364557,Abies nordmanniana,WetRich
2364558,Abies nordmanniana,WetRich
2364862,Abies nordmanniana,WetRich
2364863,Abies nordmanniana,WetRich
2364948,Abies nordmanniana,WetRich
2364949,Abies nordmanniana,WetRich
2366854,Abies nordmanniana,WetRich
2366855,Abies nordmanniana,WetRich
2366856,Abies nordmanniana,WetRich
2366857,Abies nordmanniana,WetRich
2367056,Abies nordmanniana,WetRich
2367327,Abies nordmanniana,WetRich
2369546,Abies nordmanniana,WetRich
2371541,Abies nordmanniana,WetRich
2371542,Abies nordmanniana,WetRich
2371848,Abies nordmanniana,WetRich
2372665,Abies nordmanniana,WetRich
2373839,Abies nordmanniana,WetRich
2373840,Abies nordmanniana,WetRich
2373841,Abies nordmanniana,WetRich
2373843,Abies nordmanniana,WetRich
2374964,Abies nordmanniana,WetRich
2376139,Abies nordmanniana,WetRich
2376140,Abies nordmanniana,WetRich
2376142,Abies nordmanniana,WetRich
2376143,Abies nordmanniana,WetRich
2377264,Abies nordmanniana,WetRich
2377265,Abies nordmanniana,WetRich
2378403,Abies nordmanniana,WetRich
2378442,Abies nordmanniana,WetRich
2378443,Abies nordmanniana,WetRich
2379565,Abies nordmanniana,WetRich
2380702,Abies nordmanniana,WetRich
2380703,Abies nordmanniana,WetRich
2380704,Abies nordmanniana,WetRich
2380705,Abies nordmanniana,WetRich
2381832,Abies nordmanniana,WetRich
2383004,Abies nordmanniana,WetRich
2383005,Abies nordmanniana,WetRich
2384129,Abies nordmanniana,WetRich
2384132,Abies nordmanniana,WetRich
2385304,Abies nordmanniana,WetRich
2386432,Abies nordmanniana,WetRich
2386433,Abies nordmanniana,WetRich
2387602,Abies nordmanniana,WetRich
2388730,Abies nordmanniana,WetRich
2388731,Abies nordmanniana,WetRich
2388732,Abies nordmanniana,WetRich
2391030,Abies nordmanniana,WetRich
2391032,Abies nordmanniana,WetRich
2399474,Abies nordmanniana,WetRich
2399475,Abies nordmanniana,WetRich
2399476,Abies nordmanniana,WetRich
2401773,Abies nordmanniana,WetRich
2401776,Abies nordmanniana,WetRich
2404075,Abies nordmanniana,WetRich
2404076,Abies nordmanniana,WetRich
2404077,Abies nordmanniana,WetRich
2404210,Abies nordmanniana,WetRich
2404211,Abies nordmanniana,WetRich
2406375,Abies nordmanniana,WetRich
2406376,Abies nordmanniana,WetRich
2406510,Abies nordmanniana,WetRich
2406511,Abies nordmanniana,WetRich
2408376,Abies nordmanniana,WetRich
2408377,Abies nordmanniana,WetRich
2408809,Abies nordmanniana,WetRich
2408810,Abies nordmanniana,WetRich
2411109,Abies nordmanniana,WetRich
2411110,Abies nordmanniana,WetRich
2412974,Abies nordmanniana,WetRich
2412976,Abies nordmanniana,WetRich
2412977,Abies nordmanniana,WetRich
2413409,Abies nordmanniana,WetRich
2413410,Abies nordmanniana,WetRich
2413411,Abies nordmanniana,WetRich
2415274,Abies nordmanniana,WetRich
2415275,Abies nordmanniana,WetRich
2415276,Abies nordmanniana,WetRich
2415277,Abies nordmanniana,WetRich
2417814,Abies nordmanniana,WetRich
2417815,Abies nordmanniana,WetRich
2417816,Abies nordmanniana,WetRich
2420113,Abies nordmanniana,WetRich
2420116,Abies nordmanniana,WetRich
2420117,Abies nordmanniana,WetRich
2422413,Abies nordmanniana,WetRich
2422415,Abies nordmanniana,WetRich
2424713,Abies nordmanniana,WetRich
2424714,Abies nordmanniana,WetRich
2427115,Abies nordmanniana,WetRich
2430239,Abies nordmanniana,WetRich
2432536,Abies nordmanniana,WetRich
2432540,Abies nordmanniana,WetRich
2434836,Abies nordmanniana,WetRich
2434837,Abies nordmanniana,WetRich
2437136,Abies nordmanniana,WetRich
2437140,Abies nordmanniana,WetRich
2449896,Abies nordmanniana,WetRich
2452196,Abies nordmanniana,WetRich
2452213,Abies nordmanniana,WetRich
2452214,Abies nordmanniana,WetRich
2454497,Abies nordmanniana,WetRich
2454498,Abies nordmanniana,WetRich
2456796,Abies nordmanniana,WetRich
2456797,Abies nordmanniana,WetRich
2456798,Abies nordmanniana,WetRich
2482066,Abies nordmanniana,WetRich
2484364,Abies nordmanniana,WetRich
2484365,Abies nordmanniana,WetRich
2484366,Abies nordmanniana,WetRich
2484367,Abies nordmanniana,WetRich
2486664,Abies nordmanniana,WetRich
2486665,Abies nordmanniana,WetRich
2486667,Abies nordmanniana,WetRich
2486668,Abies nordmanniana,WetRich
2488964,Abies nordmanniana,WetRich
2488965,Abies nordmanniana,WetRich
2488967,Abies nordmanniana,WetRich
2488968,Abies nordmanniana,WetRich
2491264,Abies nordmanniana,WetRich
2491265,Abies nordmanniana,WetRich
2491266,Abies nordmanniana,WetRich
2491267,Abies nordmanniana,WetRich
2502985,Abies nordmanniana,WetRich
2503677,Abies nordmanniana,WetRich
2505980,Abies nordmanniana,WetRich
2505981,Abies nordmanniana,WetRich
2508280,Abies nordmanniana,WetRich
2508281,Abies nordmanniana,WetRich
2508282,Abies nordmanniana,WetRich
2508283,Abies nordmanniana,WetRich
2508285,Abies nordmanniana,WetRich
2510580,Abies nordmanniana,WetRich
2510581,Abies nordmanniana,WetRich
2510585,Abies nordmanniana,WetRich
2519782,Abies nordmanniana,WetRich
2526010,Abies nordmanniana,WetRich
2526011,Abies nordmanniana,WetRich
2528034,Abies nordmanniana,WetRich
2528035,Abies nordmanniana,WetRich
2528308,Abies nordmanniana,WetRich
2530082,Abies nordmanniana,WetRich
2530309,Abies nordmanniana,WetRich
2530333,Abies nordmanniana,WetRich
2530335,Abies nordmanniana,WetRich
2532382,Abies nordmanniana,WetRich
2532383,Abies nordmanniana,WetRich
2532384,Abies nordmanniana,WetRich
2532609,Abies nordmanniana,WetRich
2532633,Abies nordmanniana,WetRich
2532634,Abies nordmanniana,WetRich
2532635,Abies nordmanniana,WetRich
2534933,Abies nordmanniana,WetRich
2537233,Abies nordmanniana,WetRich
2537236,Abies nordmanniana,WetRich
2542055,Abies nordmanniana,WetRich
2544354,Abies nordmanniana,WetRich
2544355,Abies nordmanniana,WetRich
2546654,Abies nordmanniana,WetRich
2546655,Abies nordmanniana,WetRich
2548954,Abies nordmanniana,WetRich
2548956,Abies nordmanniana,WetRich
2548957,Abies nordmanniana,WetRich
2551254,Abies nordmanniana,WetRich
2551256,Abies nordmanniana,WetRich
2558991,Abies nordmanniana,WetRich
2562321,Abies nordmanniana,WetRich
2564619,Abies nordmanniana,WetRich
2564620,Abies nordmanniana,WetRich
2564621,Abies nordmanniana,WetRich
2564890,Abies nordmanniana,WetRich
2564891,Abies nordmanniana,WetRich
2566919,Abies nordmanniana,WetRich
2566920,Abies nordmanniana,WetRich
2566923,Abies nordmanniana,WetRich
2569219,Abies nordmanniana,WetRich
2569220,Abies nordmanniana,WetRich
2569221,Abies nordmanniana,WetRich
2571521,Abies nordmanniana,WetRich
2571522,Abies nordmanniana,WetRich
2574089,Abies nordmanniana,WetRich
2574314,Abies nordmanniana,WetRich
2576365,Abies nordmanniana,WetRich
2576366,Abies nordmanniana,WetRich
2576614,Abies nordmanniana,WetRich
2581127,Abies nordmanniana,WetRich
2583267,Abies nordmanniana,WetRich
2583268,Abies nordmanniana,WetRich
2583428,Abies nordmanniana,WetRich
2585727,Abies nordmanniana,WetRich
2587865,Abies nordmanniana,WetRich
2587866,Abies nordmanniana,WetRich
2589959,Abies nordmanniana,WetRich
2589960,Abies nordmanniana,WetRich
2589962,Abies nordmanniana,WetRich
2590164,Abies nordmanniana,WetRich
2590165,Abies nordmanniana,WetRich
2590166,Abies nordmanniana,WetRich
2590167,Abies nordmanniana,WetRich
2592468,Abies nordmanniana,WetRich
2595634,Abies nordmanniana,WetRich
2595638,Abies nordmanniana,WetRich
2596859,Abies nordmanniana,WetRich
2599569,Abies nordmanniana,WetRich
2601867,Abies nordmanniana,WetRich
2601869,Abies nordmanniana,WetRich
2604166,Abies nordmanniana,WetRich
2604167,Abies nordmanniana,WetRich
2604168,Abies nordmanniana,WetRich
2604169,Abies nordmanniana,WetRich
2606466,Abies nordmanniana,WetRich
2610753,Abies nordmanniana,WetRich
2610754,Abies nordmanniana,WetRich
2613052,Abies nordmanniana,WetRich
2613053,Abies nordmanniana,WetRich
2613054,Abies nordmanniana,WetRich
2613055,Abies nordmanniana,WetRich
2613436,Abies nordmanniana,WetRich
2615352,Abies nordmanniana,WetRich
2615353,Abies nordmanniana,WetRich
2615355,Abies nordmanniana,WetRich
2615735,Abies nordmanniana,WetRich
2615736,Abies nordmanniana,WetRich
2615737,Abies nordmanniana,WetRich
2615738,Abies nordmanniana,WetRich
2617653,Abies nordmanniana,WetRich
2617654,Abies nordmanniana,WetRich
2617655,Abies nordmanniana,WetRich
2618034,Abies nordmanniana,WetRich
2618035,Abies nordmanniana,WetRich
2618036,Abies nordmanniana,WetRich
2618038,Abies nordmanniana,WetRich
2619954,Abies nordmanniana,WetRich
2622499,Abies nordmanniana,WetRich
2622500,Abies nordmanniana,WetRich
2624800,Abies nordmanniana,WetRich
2627100,Abies nordmanniana,WetRich
2632136,Abies nordmanniana,WetRich
2634437,Abies nordmanniana,WetRich
2638359,Abies nordmanniana,WetRich
2638360,Abies nordmanniana,WetRich
2638589,Abies nordmanniana,WetRich
2640657,Abies nordmanniana,WetRich
2640659,Abies nordmanniana,WetRich
2641337,Abies nordmanniana,WetRich
2645257,Abies nordmanniana,WetRich
2645259,Abies nordmanniana,WetRich
2645260,Abies nordmanniana,WetRich
2647558,Abies nordmanniana,WetRich
2650076,Abies nordmanniana,WetRich
2650079,Abies nordmanniana,WetRich
2652364,Abies nordmanniana,WetRich
2652365,Abies nordmanniana,WetRich
2654665,Abies nordmanniana,WetRich
2657046,Abies nordmanniana,WetRich
2657665,Abies nordmanniana,WetRich
2657666,Abies nordmanniana,WetRich
2659345,Abies nordmanniana,WetRich
2659346,Abies nordmanniana,WetRich
2659347,Abies nordmanniana,WetRich
2659964,Abies nordmanniana,WetRich
2659966,Abies nordmanniana,WetRich
2659967,Abies nordmanniana,WetRich
2661644,Abies nordmanniana,WetRich
2661645,Abies nordmanniana,WetRich
2662264,Abies nordmanniana,WetRich
2662267,Abies nordmanniana,WetRich
2663654,Abies nordmanniana,WetRich
2663935,Abies nordmanniana,WetRich
2663936,Abies nordmanniana,WetRich
2663937,Abies nordmanniana,WetRich
2663945,Abies nordmanniana,WetRich
2663946,Abies nordmanniana,WetRich
2663947,Abies nordmanniana,WetRich
2664564,Abies nordmanniana,WetRich
2665952,Abies nordmanniana,WetRich
2665953,Abies nordmanniana,WetRich
2666234,Abies nordmanniana,WetRich
2666246,Abies nordmanniana,WetRich
2666247,Abies nordmanniana,WetRich
2666864,Abies nordmanniana,WetRich
2666865,Abies nordmanniana,WetRich
2666866,Abies nordmanniana,WetRich
2669161,Abies nordmanniana,WetRich
2671459,Abies nordmanniana,WetRich
2671460,Abies nordmanniana,WetRich
2671461,Abies nordmanniana,WetRich
2671462,Abies nordmanniana,WetRich
2672739,Abies nordmanniana,WetRich
2672740,Abies nordmanniana,WetRich
2673759,Abies nordmanniana,WetRich
2673760,Abies nordmanniana,WetRich
2673761,Abies nordmanniana,WetRich
2673762,Abies nordmanniana,WetRich
2673763,Abies nordmanniana,WetRich
2675038,Abies nordmanniana,WetRich
2675040,Abies nordmanniana,WetRich
2675041,Abies nordmanniana,WetRich
2676062,Abies nordmanniana,WetRich
2677338,Abies nordmanniana,WetRich
2677340,Abies nordmanniana,WetRich
2677341,Abies nordmanniana,WetRich
2677342,Abies nordmanniana,WetRich
2679638,Abies nordmanniana,WetRich
2679639,Abies nordmanniana,WetRich
2679640,Abies nordmanniana,WetRich
2679641,Abies nordmanniana,WetRich
2681938,Abies nordmanniana,WetRich
2681939,Abies nordmanniana,WetRich
2681940,Abies nordmanniana,WetRich
2681941,Abies nordmanniana,WetRich
2695773,Abies nordmanniana,WetRich
2695775,Abies nordmanniana,WetRich
2696848,Abies nordmanniana,WetRich
2696849,Abies nordmanniana,WetRich
2696850,Abies nordmanniana,WetRich
2696851,Abies nordmanniana,WetRich
2698075,Abies nordmanniana,WetRich
2698076,Abies nordmanniana,WetRich
2698077,Abies nordmanniana,WetRich
2699149,Abies nordmanniana,WetRich
2699150,Abies nordmanniana,WetRich
2699151,Abies nordmanniana,WetRich
2699152,Abies nordmanniana,WetRich
2701448,Abies nordmanniana,WetRich
2701449,Abies nordmanniana,WetRich
2701450,Abies nordmanniana,WetRich
2701451,Abies nordmanniana,WetRich
2703748,Abies nordmanniana,WetRich
2703749,Abies nordmanniana,WetRich
2703751,Abies nordmanniana,WetRich
2714350,Abies nordmanniana,WetRich
2716649,Abies nordmanniana,WetRich
2716650,Abies nordmanniana,WetRich
2716651,Abies nordmanniana,WetRich
2716652,Abies nordmanniana,WetRich
2716722,Abies nordmanniana,WetRich
2718949,Abies nordmanniana,WetRich
2718950,Abies nordmanniana,WetRich
2718951,Abies nordmanniana,WetRich
2718952,Abies nordmanniana,WetRich
2718953,Abies nordmanniana,WetRich
2721095,Abies nordmanniana,WetRich
2721249,Abies nordmanniana,WetRich
2721250,Abies nordmanniana,WetRich
2721251,Abies nordmanniana,WetRich
2721252,Abies nordmanniana,WetRich
2721253,Abies nordmanniana,WetRich
2723395,Abies nordmanniana,WetRich
2723397,Abies nordmanniana,WetRich
2723550,Abies nordmanniana,WetRich
2723551,Abies nordmanniana,WetRich
2723552,Abies nordmanniana,WetRich
2723615,Abies nordmanniana,WetRich
2723618,Abies nordmanniana,WetRich
2725693,Abies nordmanniana,WetRich
2725695,Abies nordmanniana,WetRich
2725696,Abies nordmanniana,WetRich
2725697,Abies nordmanniana,WetRich
2725915,Abies nordmanniana,WetRich
2725919,Abies nordmanniana,WetRich
2726030,Abies nordmanniana,WetRich
2727993,Abies nordmanniana,WetRich
2727994,Abies nordmanniana,WetRich
2727996,Abies nordmanniana,WetRich
2727997,Abies nordmanniana,WetRich
2730295,Abies nordmanniana,WetRich
2730296,Abies nordmanniana,WetRich
2730516,Abies nordmanniana,WetRich
2730517,Abies nordmanniana,WetRich
2741893,Abies nordmanniana,WetRich
2748575,Abies nordmanniana,WetRich
2750874,Abies nordmanniana,WetRich
2750875,Abies nordmanniana,WetRich
2753174,Abies nordmanniana,WetRich
2753175,Abies nordmanniana,WetRich
2753292,Abies nordmanniana,WetRich
2753620,Abies nordmanniana,WetRich
2753623,Abies nordmanniana,WetRich
2755474,Abies nordmanniana,WetRich
2755475,Abies nordmanniana,WetRich
2755591,Abies nordmanniana,WetRich
2755592,Abies nordmanniana,WetRich
2755593,Abies nordmanniana,WetRich
2755594,Abies nordmanniana,WetRich
2755920,Abies nordmanniana,WetRich
2755921,Abies nordmanniana,WetRich
2757774,Abies nordmanniana,WetRich
2757891,Abies nordmanniana,WetRich
2757892,Abies nordmanniana,WetRich
2757893,Abies nordmanniana,WetRich
2758221,Abies nordmanniana,WetRich
2758222,Abies nordmanniana,WetRich
2758223,Abies nordmanniana,WetRich
2760190,Abies nordmanniana,WetRich
2760191,Abies nordmanniana,WetRich
2760192,Abies nordmanniana,WetRich
2760522,Abies nordmanniana,WetRich
2760523,Abies nordmanniana,WetRich
2762492,Abies nordmanniana,WetRich
2762493,Abies nordmanniana,WetRich
2762494,Abies nordmanniana,WetRich
2762822,Abies nordmanniana,WetRich
2768106,Abies nordmanniana,WetRich
2769700,Abies nordmanniana,WetRich
2771998,Abies nordmanniana,WetRich
2771999,Abies nordmanniana,WetRich
2776316,Abies nordmanniana,WetRich
2776317,Abies nordmanniana,WetRich
2776318,Abies nordmanniana,WetRich
2776388,Abies nordmanniana,WetRich
2776389,Abies nordmanniana,WetRich
2778615,Abies nordmanniana,WetRich
2778618,Abies nordmanniana,WetRich
2778619,Abies nordmanniana,WetRich
2778687,Abies nordmanniana,WetRich
2778691,Abies nordmanniana,WetRich
2780915,Abies nordmanniana,WetRich
2780916,Abies nordmanniana,WetRich
2780917,Abies nordmanniana,WetRich
2781194,Abies nordmanniana,WetRich
2781195,Abies nordmanniana,WetRich
2781196,Abies nordmanniana,WetRich
2781214,Abies nordmanniana,WetRich
2783217,Abies nordmanniana,WetRich
2783218,Abies nordmanniana,WetRich
2783495,Abies nordmanniana,WetRich
2783496,Abies nordmanniana,WetRich
2784199,Abies nordmanniana,WetRich
2784200,Abies nordmanniana,WetRich
2784201,Abies nordmanniana,WetRich
2785793,Abies nordmanniana,WetRich
2785794,Abies nordmanniana,WetRich
2785795,Abies nordmanniana,WetRich
2785796,Abies nordmanniana,WetRich
2785805,Abies nordmanniana,WetRich
2785806,Abies nordmanniana,WetRich
2786498,Abies nordmanniana,WetRich
2786500,Abies nordmanniana,WetRich
2786501,Abies nordmanniana,WetRich
2786502,Abies nordmanniana,WetRich
2788093,Abies nordmanniana,WetRich
2788095,Abies nordmanniana,WetRich
2788104,Abies nordmanniana,WetRich
2788106,Abies nordmanniana,WetRich
2788799,Abies nordmanniana,WetRich
2788800,Abies nordmanniana,WetRich
2788801,Abies nordmanniana,WetRich
2788802,Abies nordmanniana,WetRich
2788803,Abies nordmanniana,WetRich
2790394,Abies nordmanniana,WetRich
2790395,Abies nordmanniana,WetRich
2790406,Abies nordmanniana,WetRich
2790408,Abies nordmanniana,WetRich
2791098,Abies nordmanniana,WetRich
2791099,Abies nordmanniana,WetRich
2791103,Abies nordmanniana,WetRich
2793395,Abies nordmanniana,WetRich
2793396,Abies nordmanniana,WetRich
2793397,Abies nordmanniana,WetRich
2793398,Abies nordmanniana,WetRich
2793400,Abies nordmanniana,WetRich
2794806,Abies nordmanniana,WetRich
2795694,Abies nordmanniana,WetRich
2795695,Abies nordmanniana,WetRich
2795697,Abies nordmanniana,WetRich
2795698,Abies nordmanniana,WetRich
2795699,Abies nordmanniana,WetRich
2795700,Abies nordmanniana,WetRich
2797105,Abies nordmanniana,WetRich
2797998,Abies nordmanniana,WetRich
2797999,Abies nordmanniana,WetRich
2799406,Abies nordmanniana,WetRich
2799407,Abies nordmanniana,WetRich
2800298,Abies nordmanniana,WetRich
2801670,Abies nordmanniana,WetRich
2801671,Abies nordmanniana,WetRich
2801672,Abies nordmanniana,WetRich
2801673,Abies nordmanniana,WetRich
2801704,Abies nordmanniana,WetRich
2803971,Abies nordmanniana,WetRich
2803972,Abies nordmanniana,WetRich
2824660,Abies nordmanniana,WetRich
2824661,Abies nordmanniana,WetRich
2824662,Abies nordmanniana,WetRich
2826959,Abies nordmanniana,WetRich
2826960,Abies nordmanniana,WetRich
2826962,Abies nordmanniana,WetRich
2826963,Abies nordmanniana,WetRich
2827421,Abies nordmanniana,WetRich
2827422,Abies nordmanniana,WetRich
2829260,Abies nordmanniana,WetRich
2829262,Abies nordmanniana,WetRich
2829263,Abies nordmanniana,WetRich
2829719,Abies nordmanniana,WetRich
2829722,Abies nordmanniana,WetRich
2830220,Abies nordmanniana,WetRich
2830221,Abies nordmanniana,WetRich
2831491,Abies nordmanniana,WetRich
2831493,Abies nordmanniana,WetRich
2831559,Abies nordmanniana,WetRich
2831561,Abies nordmanniana,WetRich
2831563,Abies nordmanniana,WetRich
2832019,Abies nordmanniana,WetRich
2832020,Abies nordmanniana,WetRich
2832021,Abies nordmanniana,WetRich
2832022,Abies nordmanniana,WetRich
2832023,Abies nordmanniana,WetRich
2832520,Abies nordmanniana,WetRich
2833790,Abies nordmanniana,WetRich
2833791,Abies nordmanniana,WetRich
2833793,Abies nordmanniana,WetRich
2834319,Abies nordmanniana,WetRich
2834320,Abies nordmanniana,WetRich
2834321,Abies nordmanniana,WetRich
2834322,Abies nordmanniana,WetRich
2834816,Abies nordmanniana,WetRich
2834817,Abies nordmanniana,WetRich
2834818,Abies nordmanniana,WetRich
2834819,Abies nordmanniana,WetRich
2836090,Abies nordmanniana,WetRich
2836091,Abies nordmanniana,WetRich
2836620,Abies nordmanniana,WetRich
2837117,Abies nordmanniana,WetRich
2843234,Abies nordmanniana,WetRich
2844017,Abies nordmanniana,WetRich
2845835,Abies nordmanniana,WetRich
2845836,Abies nordmanniana,WetRich
2845837,Abies nordmanniana,WetRich
2847833,Abies nordmanniana,WetRich
2847836,Abies nordmanniana,WetRich
2848134,Abies nordmanniana,WetRich
2848135,Abies nordmanniana,WetRich
2848136,Abies nordmanniana,WetRich
2848137,Abies nordmanniana,WetRich
2848138,Abies nordmanniana,WetRich
2850133,Abies nordmanniana,WetRich
2850434,Abies nordmanniana,WetRich
2850435,Abies nordmanniana,WetRich
2850436,Abies nordmanniana,WetRich
2850437,Abies nordmanniana,WetRich
2850438,Abies nordmanniana,WetRich
2850947,Abies nordmanniana,WetRich
2852734,Abies nordmanniana,WetRich
2852735,Abies nordmanniana,WetRich
2852736,Abies nordmanniana,WetRich
2852737,Abies nordmanniana,WetRich
2855019,Abies nordmanniana,WetRich
2855020,Abies nordmanniana,WetRich
2855021,Abies nordmanniana,WetRich
2855022,Abies nordmanniana,WetRich
2855036,Abies nordmanniana,WetRich
2857319,Abies nordmanniana,WetRich
2857320,Abies nordmanniana,WetRich
2857321,Abies nordmanniana,WetRich
2857322,Abies nordmanniana,WetRich
2857323,Abies nordmanniana,WetRich
2860147,Abies nordmanniana,WetRich
2866834,Abies nordmanniana,WetRich
2866835,Abies nordmanniana,WetRich
2867036,Abies nordmanniana,WetRich
2871434,Abies nordmanniana,WetRich
2871637,Abies nordmanniana,WetRich
2873936,Abies nordmanniana,WetRich
2879690,Abies nordmanniana,WetRich
2880823,Abies nordmanniana,WetRich
2882052,Abies nordmanniana,WetRich
2882053,Abies nordmanniana,WetRich
